timestamp,gpu_name,compute_capability,cuda_version,kernel,M,N,K,warmup,iterations,median_ms,mean_ms,min_ms,p95_ms,gflops,max_abs_error,relative_l2_error,BM,BN,BK,TM,TN,block_threads,registers_per_thread,smem_bytes
"2026-08-24 13:16:04","NVIDIA GeForce RTX 4090","8.9","12.2","k4",1024,1024,1024,20,100,0.133120,0.133378,0.132448,0.134144,16131.938418,0.000000e+00,1.018558e-312,0,0,0,0,0,0,0,0
