timestamp,gpu_name,compute_capability,cuda_version,kernel,M,N,K,warmup,iterations,median_ms,mean_ms,min_ms,p95_ms,gflops,max_abs_error,relative_l2_error,BM,BN,BK,TM,TN,block_threads,registers_per_thread,smem_bytes
"2026-08-24 13:17:02","NVIDIA GeForce RTX 4090","8.9","12.2","cublas",4096,4096,4096,20,100,2.499584,2.565442,2.422784,2.836672,54984.731737,0.000000e+00,1.018558e-312,0,0,0,0,0,0,0,0
